skill,experience,project_type,complexity,hours,price
cyber_security,expert,automation,high,49,8026.05
data_science,beginner,script,medium,9,300.29
data_science,intermediate,ai_model,medium,78,7958.74
data_science,intermediate,automation,low,26,2035.29
content_writing,expert,growth_hacking,low,82,5488.64
digital_marketing,intermediate,landing_page,medium,33,1193.46
graphic_design,beginner,landing_page,medium,31,359.29
data_science,beginner,script,high,9,251.1
digital_marketing,beginner,full_website,medium,149,2291.61
blockchain,intermediate,smart_contract,high,23,3507.64
cloud_computing,expert,script,high,12,1838.45
graphic_design,intermediate,growth_hacking,high,13,593.26
python,intermediate,api_endpoint,medium,13,909.5
cloud_computing,expert,saas_mvp,high,278,75290.5
blockchain,intermediate,smart_contract,medium,27,3943.9
cyber_security,expert,saas_mvp,low,277,41710.78
cloud_computing,intermediate,technical_whitepaper,medium,8,823.88
app_dev,expert,ecommerce,low,80,9962.97
data_science,beginner,ai_model,medium,119,3972.88
cloud_computing,intermediate,script,medium,9,511.67
cloud_computing,intermediate,technical_whitepaper,low,54,3450.63
app_dev,beginner,ecommerce,medium,140,3718.85
content_writing,beginner,ecommerce,low,214,3588.24
graphic_design,intermediate,full_website,medium,122,3831.57
data_science,beginner,saas_mvp,low,163,3884.55
blockchain,intermediate,technical_whitepaper,medium,20,1103.33
cyber_security,intermediate,script,low,4,151.17
graphic_design,intermediate,full_website,medium,69,3318.17
data_science,expert,ai_model,medium,72,15704.41
digital_marketing,intermediate,technical_whitepaper,medium,24,1069.29
data_science,beginner,api_endpoint,high,17,843.07
blockchain,expert,saas_mvp,medium,260,40384.67
app_dev,intermediate,saas_mvp,medium,52,5417.51
cyber_security,intermediate,script,medium,16,818.36
ui_ux_design,intermediate,automation,low,70,2880.38
ui_ux_design,intermediate,automation,low,49,2048.56
ui_ux_design,intermediate,api_endpoint,low,24,955.46
graphic_design,intermediate,full_website,medium,151,5453.84
graphic_design,expert,growth_hacking,medium,23,2026.36
web_dev,intermediate,web_scraper,low,5,133.38
python,intermediate,api_endpoint,medium,33,1573.86
blockchain,intermediate,technical_whitepaper,medium,52,5209.35
ui_ux_design,intermediate,ecommerce,medium,59,4415.32
digital_marketing,intermediate,technical_whitepaper,medium,60,3434.7
cyber_security,beginner,technical_whitepaper,medium,51,2459.39
graphic_design,intermediate,landing_page,medium,14,354.66
blockchain,beginner,web_scraper,high,30,1417.81
digital_marketing,intermediate,full_website,high,88,7252.99
app_dev,beginner,api_endpoint,medium,19,417.32
digital_marketing,intermediate,technical_whitepaper,low,63,2336.07
cloud_computing,intermediate,api_endpoint,medium,35,2782.24
web_dev,expert,api_endpoint,medium,45,5107.93
blockchain,expert,api_endpoint,medium,25,4074.88
python,intermediate,api_endpoint,medium,46,1938.57
web_dev,beginner,api_endpoint,medium,42,868.52
app_dev,intermediate,ecommerce,low,108,6842.29
app_dev,intermediate,automation,medium,26,1805.73
ui_ux_design,expert,ecommerce,medium,200,33670.43
graphic_design,beginner,growth_hacking,medium,11,206.91
data_science,intermediate,technical_whitepaper,medium,10,886.12
data_science,expert,script,low,23,2367.23
cloud_computing,beginner,automation,medium,52,1283.79
content_writing,expert,ecommerce,high,76,9968.19
blockchain,expert,api_endpoint,medium,18,2320.65
blockchain,expert,smart_contract,low,81,18102.16
cloud_computing,intermediate,saas_mvp,high,265,37563.63
ui_ux_design,expert,full_website,medium,78,11425.55
data_science,beginner,saas_mvp,high,186,8751.33
web_dev,expert,full_website,medium,120,15806.57
content_writing,intermediate,technical_whitepaper,high,62,3620.4
app_dev,beginner,saas_mvp,medium,45,1287.43
digital_marketing,intermediate,technical_whitepaper,medium,57,2357.82
blockchain,beginner,technical_whitepaper,medium,34,1594.73
cloud_computing,intermediate,api_endpoint,medium,29,1820.68
ui_ux_design,expert,landing_page,low,19,1198.62
graphic_design,intermediate,growth_hacking,medium,27,1049.07
app_dev,beginner,full_website,medium,120,3631.44
blockchain,expert,api_endpoint,high,29,4853.44
cyber_security,expert,web_scraper,high,26,6076.22
cyber_security,intermediate,technical_whitepaper,medium,30,2942.53
ui_ux_design,intermediate,automation,high,53,3889.41
cyber_security,intermediate,technical_whitepaper,low,54,2833.8
data_science,intermediate,api_endpoint,medium,24,2101.26
ui_ux_design,intermediate,automation,medium,37,1965.85
cyber_security,intermediate,api_endpoint,low,32,2386.61
data_science,beginner,ai_model,high,109,8113.11
data_science,beginner,saas_mvp,high,125,4346.84
cloud_computing,expert,api_endpoint,high,28,6803.6
digital_marketing,intermediate,growth_hacking,medium,89,4903.95
digital_marketing,intermediate,technical_whitepaper,high,40,2656.17
data_science,intermediate,api_endpoint,medium,12,777.63
ui_ux_design,intermediate,automation,low,70,3580.85
blockchain,intermediate,api_endpoint,medium,22,2323.02
app_dev,beginner,saas_mvp,medium,198,5585.01
digital_marketing,intermediate,ecommerce,high,85,3824.82
web_dev,intermediate,full_website,low,125,4567.51
digital_marketing,beginner,saas_mvp,medium,205,5276.12
graphic_design,beginner,ecommerce,medium,80,1208.58
cloud_computing,beginner,technical_whitepaper,medium,25,947.72
cloud_computing,intermediate,script,low,16,748.55
app_dev,expert,saas_mvp,high,79,18330.35
digital_marketing,intermediate,growth_hacking,medium,78,2684.16
blockchain,intermediate,api_endpoint,medium,13,1197.59
web_dev,expert,saas_mvp,high,171,24791.47
blockchain,intermediate,api_endpoint,medium,8,693.78
graphic_design,beginner,full_website,medium,90,1167.73
data_science,intermediate,api_endpoint,medium,7,456.48
graphic_design,beginner,technical_whitepaper,medium,29,490.88
graphic_design,intermediate,landing_page,medium,18,738.2
python,expert,web_scraper,high,20,3138.01
data_science,expert,ai_model,medium,56,10819.37
python,intermediate,web_scraper,medium,11,439.33
content_writing,expert,landing_page,low,15,982.59
digital_marketing,beginner,saas_mvp,low,139,2306.26
app_dev,expert,automation,medium,33,3302.92
cloud_computing,beginner,saas_mvp,medium,90,2708.19
ui_ux_design,beginner,ecommerce,high,93,2465.92
cyber_security,intermediate,automation,medium,9,788.41
app_dev,intermediate,automation,low,41,2553.08
cyber_security,intermediate,web_scraper,medium,23,1280.67
digital_marketing,expert,technical_whitepaper,high,42,5830.57
digital_marketing,beginner,full_website,low,55,990.02
ui_ux_design,expert,ecommerce,medium,123,12785.17
digital_marketing,expert,technical_whitepaper,medium,40,3315.39
cloud_computing,beginner,automation,high,28,1026.58
web_dev,intermediate,ecommerce,low,120,6739.48
python,intermediate,ai_model,low,35,2001.72
python,intermediate,api_endpoint,low,6,218.33
python,intermediate,web_scraper,medium,16,643.81
digital_marketing,intermediate,growth_hacking,low,64,1974.22
app_dev,intermediate,ecommerce,high,103,8209.63
digital_marketing,intermediate,saas_mvp,medium,250,15229.94
graphic_design,beginner,saas_mvp,low,135,3072.01
web_dev,beginner,web_scraper,low,21,456.3
web_dev,beginner,web_scraper,low,4,77.85
cloud_computing,beginner,technical_whitepaper,medium,59,1627.37
content_writing,beginner,technical_whitepaper,medium,65,1048.79
graphic_design,intermediate,full_website,medium,41,1348.13
ui_ux_design,expert,full_website,medium,60,9171.17
cyber_security,expert,automation,low,43,5492.97
digital_marketing,intermediate,technical_whitepaper,medium,14,740.03
graphic_design,expert,ecommerce,low,185,14695.57
cloud_computing,expert,script,low,11,1471.26
python,beginner,automation,medium,37,589.76
graphic_design,intermediate,landing_page,low,6,239.59
ui_ux_design,beginner,landing_page,high,23,703.63
blockchain,intermediate,api_endpoint,high,20,2877.1
content_writing,expert,full_website,low,31,1598.6
app_dev,beginner,full_website,medium,33,718.94
ui_ux_design,expert,ecommerce,low,198,22812.46
cloud_computing,intermediate,api_endpoint,medium,34,2760.31
ui_ux_design,expert,ecommerce,high,140,28538.34
web_dev,expert,full_website,medium,45,6211.46
blockchain,beginner,technical_whitepaper,high,55,2397.7
data_science,beginner,automation,high,49,1443.23
python,beginner,web_scraper,low,34,638.3
ui_ux_design,expert,automation,medium,30,3002.81
ui_ux_design,expert,saas_mvp,high,106,16901.47
graphic_design,intermediate,landing_page,low,32,1352.01
content_writing,beginner,landing_page,low,17,171.73
blockchain,intermediate,technical_whitepaper,medium,10,699.28
web_dev,expert,api_endpoint,low,40,2688.55
graphic_design,intermediate,landing_page,high,9,539.75
content_writing,intermediate,landing_page,medium,32,589.95
app_dev,expert,automation,high,32,4005.83
blockchain,beginner,automation,high,19,995.81
blockchain,intermediate,automation,high,8,821.41
blockchain,intermediate,smart_contract,low,18,2031.77
cloud_computing,intermediate,technical_whitepaper,medium,38,3906.32
python,beginner,ai_model,medium,90,2070.69
graphic_design,intermediate,saas_mvp,high,94,7760.16
graphic_design,intermediate,ecommerce,medium,65,4124.86
content_writing,intermediate,ecommerce,high,75,4574.5
ui_ux_design,intermediate,api_endpoint,medium,43,2373.89
content_writing,beginner,full_website,high,152,3798.64
python,intermediate,script,high,21,1004.54
graphic_design,intermediate,full_website,high,95,4724.38
graphic_design,intermediate,saas_mvp,high,207,19872.87
cyber_security,beginner,automation,medium,31,1207.26
graphic_design,intermediate,saas_mvp,high,168,12691.18
python,expert,script,medium,8,712.77
app_dev,intermediate,saas_mvp,medium,104,6870.78
graphic_design,beginner,growth_hacking,medium,68,750.16
cloud_computing,beginner,technical_whitepaper,medium,27,1100.99
data_science,intermediate,script,low,21,737.6
cloud_computing,intermediate,technical_whitepaper,low,54,2456.66
cloud_computing,expert,full_website,medium,92,16582.75
cloud_computing,beginner,saas_mvp,medium,140,5047.12
digital_marketing,expert,full_website,high,135,21983.63
blockchain,intermediate,technical_whitepaper,high,32,2870.06
cyber_security,beginner,technical_whitepaper,medium,31,1241.33
cyber_security,intermediate,automation,medium,25,1487.99
digital_marketing,intermediate,landing_page,medium,8,417.92
digital_marketing,intermediate,landing_page,low,16,411.76
ui_ux_design,expert,ecommerce,low,154,15746.1
data_science,expert,ai_model,medium,46,7265.27
content_writing,expert,full_website,high,121,17515.85
data_science,beginner,api_endpoint,low,29,887.62
content_writing,beginner,script,high,23,297.84
content_writing,intermediate,full_website,medium,121,5602.38
ui_ux_design,expert,api_endpoint,high,39,4839.81
graphic_design,intermediate,full_website,medium,110,4706.3
content_writing,beginner,technical_whitepaper,medium,54,690.1
digital_marketing,intermediate,ecommerce,medium,184,12031.26
graphic_design,intermediate,full_website,medium,60,2628.4
cyber_security,beginner,api_endpoint,low,35,1296.98
digital_marketing,intermediate,technical_whitepaper,medium,52,1772.14
cyber_security,intermediate,saas_mvp,medium,56,5116.33
content_writing,beginner,ecommerce,low,218,4192.19
web_dev,beginner,landing_page,medium,11,247.34
data_science,expert,ai_model,low,120,28332.59
blockchain,beginner,api_endpoint,medium,16,820.96
ui_ux_design,expert,api_endpoint,high,37,5426.05
ui_ux_design,intermediate,api_endpoint,high,22,1640.97
cyber_security,beginner,api_endpoint,high,18,660.69
ui_ux_design,beginner,ecommerce,high,176,7560.66
app_dev,intermediate,landing_page,high,5,296.27
cyber_security,intermediate,saas_mvp,low,117,10533.13
blockchain,intermediate,web_scraper,high,9,848.59
app_dev,intermediate,api_endpoint,medium,40,2246.69
python,expert,saas_mvp,high,144,23226.35
blockchain,expert,technical_whitepaper,medium,9,1625.84
cloud_computing,beginner,technical_whitepaper,medium,19,427.61
cloud_computing,intermediate,technical_whitepaper,medium,22,1305.1
blockchain,intermediate,smart_contract,high,13,1934.19
cyber_security,intermediate,saas_mvp,low,50,4242.13
blockchain,expert,technical_whitepaper,low,42,6764.13
data_science,intermediate,technical_whitepaper,low,24,1263.1
blockchain,intermediate,api_endpoint,high,54,4860.66
python,beginner,ai_model,medium,88,3157.84
digital_marketing,beginner,full_website,medium,26,477.92
cyber_security,beginner,script,low,10,179.5
app_dev,intermediate,saas_mvp,high,177,13978.45
blockchain,intermediate,technical_whitepaper,medium,46,4804.62
content_writing,beginner,ecommerce,low,217,3599.76
data_science,expert,script,medium,20,3110.42
content_writing,intermediate,landing_page,high,9,356.27
data_science,intermediate,saas_mvp,low,232,18819.86
python,intermediate,script,high,9,560.91
app_dev,expert,full_website,high,93,16654.9
ui_ux_design,beginner,saas_mvp,low,263,7782.28
ui_ux_design,expert,landing_page,high,30,4223.51
digital_marketing,expert,ecommerce,medium,202,20318.44
ui_ux_design,intermediate,api_endpoint,medium,45,3571.48
content_writing,beginner,full_website,low,84,1430.93
digital_marketing,expert,technical_whitepaper,high,46,5889.28
python,expert,automation,medium,26,3020.01
blockchain,intermediate,automation,low,23,1486.29
app_dev,expert,landing_page,medium,35,3885.22
content_writing,intermediate,script,medium,19,483.11
ui_ux_design,intermediate,full_website,high,48,5694.16
content_writing,expert,growth_hacking,low,27,1514.58
ui_ux_design,intermediate,ecommerce,medium,40,2442.66
web_dev,intermediate,landing_page,high,4,257.68
digital_marketing,beginner,full_website,high,145,4799.9
web_dev,beginner,ecommerce,high,189,6559.51
digital_marketing,beginner,growth_hacking,low,79,1416.82
ui_ux_design,intermediate,saas_mvp,high,200,22632.61
digital_marketing,beginner,growth_hacking,high,80,1213.94
graphic_design,intermediate,landing_page,medium,32,717.79
graphic_design,expert,saas_mvp,high,182,27312.39
python,beginner,automation,high,28,1059.8
cloud_computing,intermediate,technical_whitepaper,low,61,5207.8
blockchain,expert,technical_whitepaper,low,56,7263.13
blockchain,beginner,api_endpoint,high,55,2223.47
data_science,intermediate,saas_mvp,high,73,7664.71
python,intermediate,script,medium,9,319.27
cyber_security,beginner,script,medium,7,225.98
ui_ux_design,intermediate,saas_mvp,medium,251,20110.31
digital_marketing,intermediate,saas_mvp,medium,108,7780.87
data_science,beginner,ai_model,high,50,2960.54
graphic_design,expert,ecommerce,medium,108,11120.95
data_science,beginner,ai_model,high,110,4150.77
app_dev,beginner,ecommerce,medium,86,3286.6
cloud_computing,intermediate,full_website,low,102,9652.74
python,beginner,automation,medium,14,471.33
blockchain,beginner,automation,medium,18,497.61
digital_marketing,beginner,saas_mvp,medium,58,1738.45
web_dev,intermediate,api_endpoint,medium,31,1209.5
app_dev,beginner,saas_mvp,low,102,3307.23
python,beginner,ai_model,low,52,1545.93
python,expert,automation,medium,48,5362.24
python,expert,web_scraper,low,12,1042.94
graphic_design,expert,full_website,medium,103,9938.19
blockchain,intermediate,automation,high,9,1121.32
cyber_security,intermediate,script,medium,8,712.16
content_writing,expert,growth_hacking,high,9,710.81
web_dev,intermediate,web_scraper,medium,35,2495.1
cyber_security,expert,saas_mvp,high,112,35626.47
app_dev,intermediate,saas_mvp,medium,187,12661.36
python,intermediate,api_endpoint,medium,34,1688.85
web_dev,expert,landing_page,medium,27,2557.14
content_writing,beginner,growth_hacking,low,25,211.9
content_writing,beginner,technical_whitepaper,low,27,191.61
blockchain,beginner,automation,medium,40,967.54
cyber_security,beginner,web_scraper,medium,12,520.73
app_dev,beginner,automation,low,65,1006.46
data_science,intermediate,api_endpoint,low,21,1325.04
ui_ux_design,intermediate,automation,low,15,998.67
digital_marketing,intermediate,growth_hacking,medium,59,1838.23
cloud_computing,expert,script,medium,6,765.98
python,beginner,web_scraper,low,26,332.43
web_dev,intermediate,saas_mvp,high,173,17521.5
data_science,expert,saas_mvp,high,104,26764.2
graphic_design,intermediate,ecommerce,low,85,4704.13
web_dev,expert,web_scraper,high,22,3699.43
digital_marketing,expert,ecommerce,low,179,20456.09
content_writing,expert,ecommerce,low,131,11789.94
python,expert,ai_model,low,75,12940.35
blockchain,intermediate,technical_whitepaper,low,55,4602.37
digital_marketing,intermediate,technical_whitepaper,medium,34,1915.14
python,intermediate,automation,low,11,580.28
content_writing,intermediate,technical_whitepaper,high,30,1595.18
ui_ux_design,beginner,api_endpoint,low,45,935.57
python,beginner,web_scraper,high,35,1092.1
data_science,intermediate,script,high,4,405.27
web_dev,intermediate,saas_mvp,medium,229,14422.35
cloud_computing,expert,technical_whitepaper,low,42,5403.29
blockchain,intermediate,web_scraper,medium,30,2178.98
web_dev,expert,saas_mvp,low,195,28222.45
python,intermediate,web_scraper,high,9,653.46
app_dev,beginner,automation,low,69,1453.67
blockchain,beginner,technical_whitepaper,medium,64,2218.09
python,intermediate,automation,medium,49,3547.69
web_dev,intermediate,landing_page,medium,20,943.24
digital_marketing,intermediate,ecommerce,medium,70,4181.82
digital_marketing,intermediate,technical_whitepaper,medium,10,612.53
web_dev,expert,api_endpoint,medium,13,1263.69
digital_marketing,intermediate,full_website,medium,30,961.67
data_science,beginner,ai_model,high,115,5029.03
digital_marketing,intermediate,technical_whitepaper,medium,57,3287.16
blockchain,intermediate,smart_contract,medium,26,2222.56
python,expert,saas_mvp,medium,68,10586.68
graphic_design,intermediate,landing_page,low,17,417.55
data_science,expert,script,high,20,3047.47
data_science,intermediate,technical_whitepaper,high,32,2762.84
graphic_design,intermediate,full_website,medium,55,3478.49
python,expert,script,medium,21,2630.1
python,intermediate,api_endpoint,high,36,3104.59
app_dev,beginner,ecommerce,low,68,924.62
data_science,intermediate,technical_whitepaper,medium,13,1132.24
python,intermediate,ai_model,low,55,3522.82
digital_marketing,beginner,ecommerce,low,133,2605.09
python,expert,ai_model,low,125,12013.51
ui_ux_design,intermediate,full_website,medium,130,11527.35
graphic_design,expert,growth_hacking,low,13,1069.42
web_dev,intermediate,api_endpoint,medium,38,2563.19
cloud_computing,intermediate,full_website,high,112,15289.82
ui_ux_design,expert,saas_mvp,high,168,33871.72
web_dev,intermediate,full_website,medium,109,8426.03
content_writing,expert,ecommerce,high,187,22061.57
content_writing,intermediate,full_website,medium,81,3497.59
cyber_security,intermediate,saas_mvp,medium,132,16078.48
data_science,intermediate,api_endpoint,medium,50,3883.53
cyber_security,intermediate,saas_mvp,low,52,3383.37
app_dev,intermediate,landing_page,high,34,2444.56
ui_ux_design,expert,automation,low,26,2867.19
graphic_design,expert,growth_hacking,low,66,5276.49
python,intermediate,saas_mvp,medium,60,3380.97
blockchain,expert,automation,medium,29,4884.72
data_science,expert,script,high,8,1290.51
digital_marketing,intermediate,growth_hacking,low,41,2064.34
digital_marketing,intermediate,ecommerce,high,106,9810.34
app_dev,beginner,full_website,medium,156,3744.16
blockchain,beginner,saas_mvp,low,40,1359.31
cloud_computing,beginner,saas_mvp,low,257,10772.16
cloud_computing,expert,script,high,2,253.21
app_dev,beginner,full_website,high,112,4313.34
content_writing,beginner,growth_hacking,medium,69,632.85
content_writing,expert,technical_whitepaper,medium,57,4234.77
cyber_security,expert,automation,medium,40,7382.25
app_dev,beginner,automation,medium,17,431.41
app_dev,beginner,automation,medium,55,1349.79
graphic_design,expert,ecommerce,medium,111,11749.47
digital_marketing,intermediate,technical_whitepaper,medium,42,1987.22
ui_ux_design,beginner,full_website,high,148,5289.82
blockchain,intermediate,technical_whitepaper,high,23,2794.91
graphic_design,beginner,ecommerce,medium,187,2260.24
ui_ux_design,intermediate,full_website,low,60,3110.51
python,intermediate,script,medium,23,1564.2
blockchain,intermediate,smart_contract,medium,76,8349.15
web_dev,intermediate,web_scraper,high,11,467.23
content_writing,intermediate,ecommerce,medium,168,6070.03
python,intermediate,saas_mvp,medium,102,10544.74
content_writing,beginner,script,medium,2,16.2
ui_ux_design,intermediate,landing_page,medium,7,411.47
app_dev,beginner,ecommerce,high,147,5988.32
digital_marketing,intermediate,full_website,high,47,3295.92
python,expert,ai_model,medium,87,11088.43
data_science,intermediate,api_endpoint,low,50,2244.33
digital_marketing,beginner,growth_hacking,medium,75,1413.79
graphic_design,intermediate,full_website,medium,56,3585.58
graphic_design,intermediate,landing_page,medium,25,1095.12
ui_ux_design,intermediate,full_website,medium,25,1468.93
ui_ux_design,intermediate,automation,high,54,4236.13
graphic_design,intermediate,growth_hacking,low,66,2208.51
app_dev,intermediate,landing_page,medium,30,1460.02
digital_marketing,expert,technical_whitepaper,low,11,926.12
ui_ux_design,expert,api_endpoint,high,19,2955.22
blockchain,expert,smart_contract,low,35,6688.41
content_writing,expert,script,high,20,1589.14
graphic_design,intermediate,ecommerce,high,36,3039.46
cyber_security,intermediate,automation,medium,9,560.92
cloud_computing,expert,technical_whitepaper,medium,59,9732.67
ui_ux_design,intermediate,full_website,medium,129,7976.95
blockchain,beginner,smart_contract,medium,51,3081.29
web_dev,intermediate,full_website,low,56,1893.91
data_science,intermediate,api_endpoint,low,18,972.17
blockchain,beginner,api_endpoint,low,50,1218.46
blockchain,intermediate,api_endpoint,medium,16,1342.46
python,intermediate,ai_model,medium,127,10061.36
blockchain,beginner,technical_whitepaper,high,30,1295.94
graphic_design,intermediate,saas_mvp,medium,121,7614.8
content_writing,intermediate,ecommerce,medium,193,6104.05
digital_marketing,intermediate,landing_page,medium,13,343.7
python,intermediate,automation,high,12,695.14
digital_marketing,intermediate,technical_whitepaper,high,50,2972.12
blockchain,intermediate,api_endpoint,low,25,2191.73
graphic_design,intermediate,landing_page,medium,16,661.29
cloud_computing,expert,technical_whitepaper,high,63,9571.48
content_writing,beginner,script,medium,24,375.02
cyber_security,expert,technical_whitepaper,medium,13,1968.39
data_science,expert,ai_model,medium,77,11505.12
blockchain,beginner,smart_contract,high,66,2385.44
content_writing,intermediate,ecommerce,low,153,6329.19
cyber_security,intermediate,web_scraper,medium,6,443.81
graphic_design,intermediate,saas_mvp,medium,92,5315.2
cloud_computing,intermediate,script,low,14,887.51
content_writing,intermediate,ecommerce,low,62,3048.97
cloud_computing,intermediate,technical_whitepaper,low,60,3465.47
graphic_design,beginner,full_website,high,73,1863.44
app_dev,intermediate,full_website,medium,117,7295.53
app_dev,expert,ecommerce,low,127,13103.86
blockchain,expert,api_endpoint,low,25,2551.72
app_dev,intermediate,automation,medium,28,1172.36
digital_marketing,intermediate,saas_mvp,high,41,3263.8
cyber_security,beginner,web_scraper,high,10,574.25
graphic_design,intermediate,technical_whitepaper,medium,10,567.22
cyber_security,beginner,web_scraper,high,15,654.73
data_science,expert,ai_model,high,64,14266.86
cloud_computing,intermediate,full_website,medium,102,9329.15
python,intermediate,automation,high,45,3562.54
data_science,intermediate,saas_mvp,high,49,6574.37
cyber_security,intermediate,technical_whitepaper,medium,25,2288.09
cyber_security,beginner,technical_whitepaper,high,30,1145.12
web_dev,beginner,api_endpoint,high,8,307.85
web_dev,beginner,full_website,low,157,2981.15
app_dev,intermediate,saas_mvp,medium,192,17882.26
blockchain,intermediate,saas_mvp,medium,262,28147.8
app_dev,intermediate,api_endpoint,high,6,337.65
cloud_computing,intermediate,api_endpoint,low,39,2144.91
cyber_security,intermediate,technical_whitepaper,low,59,4520.5
app_dev,intermediate,api_endpoint,high,28,2824.81
python,beginner,saas_mvp,high,103,4221.85
graphic_design,intermediate,saas_mvp,medium,175,12358.43
cyber_security,expert,web_scraper,medium,27,3935.75
digital_marketing,beginner,growth_hacking,high,51,1176.05
data_science,intermediate,api_endpoint,high,55,3770.05
content_writing,beginner,landing_page,medium,25,164.58
digital_marketing,intermediate,full_website,medium,93,3494.63
ui_ux_design,beginner,landing_page,high,16,400.31
web_dev,intermediate,saas_mvp,high,116,13464.08
blockchain,expert,api_endpoint,low,25,2800.81
digital_marketing,intermediate,growth_hacking,medium,34,1407.77
graphic_design,expert,saas_mvp,high,179,32426.81
cyber_security,beginner,automation,medium,17,663.03
app_dev,beginner,automation,medium,31,654.17
content_writing,intermediate,full_website,high,60,3537.08
cloud_computing,beginner,automation,low,42,1298.56
digital_marketing,expert,growth_hacking,low,64,4694.14
app_dev,intermediate,landing_page,high,26,1947.7
graphic_design,expert,saas_mvp,low,114,9136.7
ui_ux_design,expert,automation,medium,41,6220.17
blockchain,intermediate,smart_contract,medium,32,2926.87
ui_ux_design,beginner,api_endpoint,high,29,1086.12
cloud_computing,beginner,automation,medium,15,498.57
blockchain,intermediate,technical_whitepaper,medium,34,3623.59
ui_ux_design,beginner,landing_page,high,32,1036.03
digital_marketing,beginner,saas_mvp,medium,104,2375.78
digital_marketing,intermediate,saas_mvp,medium,65,3128.02
blockchain,intermediate,automation,medium,51,4604.37
ui_ux_design,beginner,full_website,medium,51,1549.36
app_dev,expert,api_endpoint,medium,21,2032.32
cyber_security,intermediate,technical_whitepaper,high,40,3112.16
data_science,beginner,saas_mvp,high,134,8136.69
content_writing,intermediate,script,medium,14,459.76
web_dev,expert,ecommerce,low,62,5085.93
app_dev,expert,api_endpoint,low,13,1625.93
cyber_security,intermediate,web_scraper,high,10,887.37
ui_ux_design,intermediate,ecommerce,medium,149,9519.18
web_dev,beginner,full_website,low,160,2304.91
cyber_security,expert,web_scraper,medium,14,1919.77
data_science,expert,technical_whitepaper,medium,63,10781.37
cyber_security,beginner,api_endpoint,medium,55,1775.27
ui_ux_design,intermediate,ecommerce,low,93,5789.96
app_dev,beginner,api_endpoint,medium,32,643.33
content_writing,intermediate,growth_hacking,medium,8,302.89
content_writing,expert,growth_hacking,low,40,2144.46
python,intermediate,api_endpoint,high,6,598.86
cyber_security,intermediate,automation,medium,38,2768.4
graphic_design,beginner,landing_page,medium,23,232.41
graphic_design,beginner,growth_hacking,high,76,2067.82
content_writing,expert,ecommerce,medium,154,11862.72
digital_marketing,expert,technical_whitepaper,high,45,5646.74
blockchain,beginner,automation,high,68,2533.3
web_dev,beginner,saas_mvp,low,146,1951.59
digital_marketing,beginner,landing_page,high,6,161.36
web_dev,beginner,api_endpoint,medium,24,697.76
web_dev,intermediate,saas_mvp,medium,202,19917.69
data_science,intermediate,automation,medium,35,2096.7
app_dev,expert,ecommerce,medium,78,11368.92
app_dev,intermediate,landing_page,medium,31,1323.6
data_science,expert,saas_mvp,low,165,22242.94
graphic_design,expert,growth_hacking,medium,79,6123.62
cloud_computing,intermediate,script,medium,6,324.74
cyber_security,beginner,script,low,18,536.61
python,expert,web_scraper,medium,33,4520.03
data_science,expert,technical_whitepaper,low,28,2756.73
data_science,beginner,ai_model,low,99,3874.88
digital_marketing,beginner,full_website,medium,84,2570.24
cyber_security,expert,script,low,18,2227.83
content_writing,intermediate,landing_page,medium,6,117.42
content_writing,beginner,script,high,22,321.85
cyber_security,expert,api_endpoint,high,36,5765.16
web_dev,intermediate,full_website,medium,134,11272.47
cloud_computing,intermediate,saas_mvp,low,86,7689.38
graphic_design,beginner,growth_hacking,medium,58,1102.02
cloud_computing,expert,api_endpoint,high,13,2811.44
digital_marketing,intermediate,saas_mvp,low,224,15340.7
blockchain,intermediate,web_scraper,medium,18,1537.92
data_science,intermediate,saas_mvp,medium,195,12409.75
cyber_security,expert,api_endpoint,high,44,10055.46
cyber_security,beginner,technical_whitepaper,low,24,505.83
ui_ux_design,expert,full_website,high,117,23713.49
digital_marketing,beginner,ecommerce,low,86,1166.28
python,expert,saas_mvp,medium,212,29637.3
cloud_computing,beginner,script,high,8,342.73
cloud_computing,beginner,api_endpoint,medium,51,1876.34
python,expert,saas_mvp,high,94,12840.61
data_science,beginner,saas_mvp,medium,157,9562.6
blockchain,intermediate,smart_contract,medium,13,1504.61
python,beginner,script,medium,8,234.36
content_writing,beginner,growth_hacking,high,51,710.29
cyber_security,intermediate,technical_whitepaper,high,31,2332.92
blockchain,intermediate,saas_mvp,high,257,42488.11
graphic_design,beginner,full_website,high,37,1182.93
data_science,intermediate,script,medium,19,1509.07
cloud_computing,expert,automation,low,28,2586.76
cyber_security,expert,technical_whitepaper,high,50,8931.22
web_dev,beginner,web_scraper,medium,17,446.78
ui_ux_design,beginner,ecommerce,medium,156,6559.71
cloud_computing,expert,technical_whitepaper,medium,10,1245.13
content_writing,intermediate,landing_page,high,27,734.58
app_dev,intermediate,api_endpoint,low,49,2706.65
cyber_security,beginner,saas_mvp,high,112,4464.64
graphic_design,expert,ecommerce,medium,69,7611.87
blockchain,intermediate,technical_whitepaper,medium,57,3249.3
data_science,intermediate,technical_whitepaper,medium,30,1769.06
python,beginner,ai_model,low,69,1542.9
cyber_security,intermediate,saas_mvp,medium,72,9114.3
digital_marketing,intermediate,full_website,medium,125,5012.4
app_dev,expert,api_endpoint,low,36,4024.82
cloud_computing,expert,api_endpoint,high,17,3925.59
digital_marketing,expert,full_website,low,28,2739.75
